,id,example,lables,label
1178510172366393344_twitter,1178510172366393344_twitter,<user> white people are so damn ghetto,['normal'],normal
13851730_gab,13851730_gab,the entertainment industry is full of these hipster queers who think communism is cool bunch of clueless pricks,"['hatespeech', 'offensive']",offensive
12876429_gab,12876429_gab,moslem ban gun ban,"['hatespeech', 'offensive']",offensive
1228049932654759936_twitter,1228049932654759936_twitter,i hate you ghetto hoes i hate oakland bro,"['hatespeech', 'offensive']",offensive
2743217_gab,2743217_gab,white supremacy explained people fear black men because they will beat you to a pulp without raising a sweat people fear white men because they will vaporize your entire city,"['normal', 'offensive']",normal
7984771_gab,7984771_gab,just bought some pro trump apparel in response to the aggressive reactions both verbal and physical to my political views at my university i look forward to using myself to start a proper dialogue on this topic instead of the increasing harassment i have been enduring at the hands of liberals,['normal'],normal
14971751_gab,14971751_gab,i have upgraded your status from gangsta to playa this nigger here understands what real issues are due to his objectivity and foresight,"['hatespeech', 'normal', 'offensive']",normal
1179061323696660483_twitter,1179061323696660483_twitter,<user> <user> <user> my tweet is under a thread talking about white privilege what else would i be talking about,['normal'],normal
25780671_gab,25780671_gab,do you accept barack obama as your white brother meghan markle as your white sister and yet your step brother or step sister is treated as your bio family right we accept them as part of black fam but most caucasians do not accept half whites as white fam sad,['normal'],normal
8888588_gab,8888588_gab,well well niggers and beaners are murderous animals who da thunk it,['hatespeech'],hatespeech
18636894_gab,18636894_gab,shapiro is born and raised in cali his business is in la hes just your typical upper class privileged white man that lives far away from the immigrant community he probably grew up in a jewish bubble in the burbs just like many brooklyn jews,['offensive'],offensive
17559281_gab,17559281_gab,now now with all of these needy white people crying out to beto y maria garcía from michoacan for remedial human reproductive sexual instruction the least you could do is inform them the kamasutra offers a frog position,"['normal', 'offensive']",normal
15735261_gab,15735261_gab,another brain fart from morbious stone no actually you just displayed you are some king of retard boomer who can not read rotfl stop sucking alex jewns dick must have just graduated from kinder garden lowest iq list lmao,"['hatespeech', 'offensive']",offensive
1178784612685885441_twitter,1178784612685885441_twitter,<user> the privileged white devils are the only race that can not be victims of a hate crime,"['hatespeech', 'offensive']",offensive
1178583252631556096_twitter,1178583252631556096_twitter,not a damn soul bigoted conservative muzzies with no concept of human rights mee baeh muslim dhivehinge khaalath varah dhera ingeythoww 🥵,['hatespeech'],hatespeech
21246216_gab,21246216_gab,kangs this is nigger culture,['hatespeech'],hatespeech
18749415_gab,18749415_gab,jones is a kike shill he as well as rush limbaugh never call out those they always refer to as they liberals the left instead of as jews,['hatespeech'],hatespeech
21370648_gab,21370648_gab,they can not be worse than the hoodrat ratchet black and spic bitches i have dealt with my entire life racist spics and black supremacist ghetto bottom feeders are one of the biggest reasons i am right wing and racist,['hatespeech'],hatespeech
27501904_gab,27501904_gab,i am sick of hearing about the grenfell tower fire it was a muslim bomb factory that blew up,"['hatespeech', 'offensive']",hatespeech
18994565_gab,18994565_gab,yeah agreed totally different to genuine sub saharan refugees who are mainly christian,['normal'],normal
1192167601658585089_twitter,1192167601658585089_twitter,i make shoe contact before i make eye contact,"['normal', 'offensive']",offensive
1178760102012174338_twitter,1178760102012174338_twitter,being sexually attracted to white guys is a fucking disease,"['hatespeech', 'normal']",hatespeech
12308531_gab,12308531_gab,you are a fucking fat retarded faggot,"['hatespeech', 'offensive']",offensive
17033926_gab,17033926_gab,fuck congress he should be dictator the jews would run scared shitless to mexico,['hatespeech'],hatespeech
27153225_gab,27153225_gab,then get a backbone and get out in public and make your case instead you cowards lurk in a cyber ghetto bitching and whining that others with 1 0 0 0 x more courage than you do not support your retarded views,"['normal', 'offensive']",offensive
1179094819408359426_twitter,1179094819408359426_twitter,he stopped arguing when he realized i am not just some dumb nigger pothead i do this debate shit 😂 💪 🏾,"['hatespeech', 'normal']",hatespeech
1092834274837958656_twitter,1092834274837958656_twitter,beat up nazis with the nymph,['normal'],normal
6025349_gab,6025349_gab,the ridiculous part of the race mixing ads is the people making them would never date outside their race unless it is a jewish guy mail ordering a wife from china there more race mixing in the ghetto than in prog ville,['hatespeech'],hatespeech
